hour_of_day,amount,transaction_type,location_region,ip_prefix,login_frequency,session_duration,purchase_pattern,age_group,anomaly
1,668.6777262305773,1,0,192.168,3,41,0,0,1
5,588.473520762703,2,3,192.168,7,133,1,2,2
23,754.5767747537286,4,2,172.16,7,138,1,2,1
1,435.5006473201552,4,2,192.0,2,23,2,1,1
21,366.55299645341984,4,1,192.0,4,51,0,0,1
17,33.26867136123889,1,3,192.0,3,67,0,0,1
22,293.81335911764825,0,2,172.16,1,24,2,1,0
1,346.5656948237729,4,3,192.0,3,52,0,0,1
8,678.3722968333229,1,0,192.0,4,47,0,0,1
16,733.924648885074,1,3,192.0,2,35,2,1,1
4,714.0472979898952,1,3,172.16,2,35,2,1,1
12,194.275547555082,2,2,172.16,1,23,2,1,1
9,429.2981423371791,3,4,172.16,1,34,2,1,0
15,485.2723887130534,4,2,10.0,8,131,1,2,1
11,512.5199824377924,1,3,192.0,1,38,2,1,1
3,463.6694333526576,1,1,192.168,4,51,0,0,1
16,924.4415781058694,2,1,172.16,6,148,1,2,2
17,700.1608623780259,2,4,10.0,2,38,2,1,1
14,267.8410629905582,4,2,172.0,7,112,1,2,1
21,940.6494188413448,2,0,10.0,6,85,1,2,2
22,624.8353794474198,2,4,172.16,2,36,2,1,1
14,558.2796517443744,1,0,192.0,4,63,0,0,1
16,439.6425747312664,1,3,10.0,1,25,2,1,1
19,677.416335844445,4,2,192.0,3,70,0,0,1
17,762.7250047771638,4,2,172.0,8,129,1,2,1
12,512.7302327667974,4,3,10.0,2,26,2,1,1
20,836.95301064317,2,1,172.0,7,143,1,2,2
2,885.2857734118534,2,3,192.168,7,147,1,2,2
22,444.14277291076775,4,1,172.0,1,29,2,1,1
16,434.5191103046847,1,3,192.168,2,32,2,1,1
19,645.5280835611187,2,3,192.0,7,154,1,2,1
7,673.3108805253809,1,4,192.0,3,44,0,0,1
18,607.529621701496,1,0,10.0,3,40,0,0,1
6,121.635514043182,2,1,192.168,1,33,2,1,1
23,578.0429161692857,1,4,172.16,5,53,0,0,1
18,462.0821708786484,4,0,172.0,6,146,1,2,1
1,774.260430452978,2,3,172.0,6,98,1,2,2
12,434.98832693597785,4,1,172.16,2,23,2,1,1
21,268.93538908148963,4,1,172.16,1,35,2,1,1
21,617.7346912497151,2,4,172.0,6,99,1,2,1
13,356.3962919230581,4,2,192.168,2,29,2,1,1
19,416.2825033002286,1,4,10.0,5,64,0,0,1
7,0.01,4,0,192.168,3,46,0,0,1
14,524.0019293071992,4,1,172.0,2,31,2,1,1
0,987.809727465208,4,4,192.168,1,25,2,1,1
3,879.932408366511,2,4,172.16,7,153,1,2,2
19,105.3101187092883,2,3,192.0,8,130,1,2,1
0,388.49901600013015,1,0,172.16,3,52,0,0,1
7,768.0904011697697,1,3,172.16,2,25,2,1,1
0,1097.0279622517096,2,4,192.0,7,153,1,2,2
17,806.0887968077707,1,0,172.0,3,71,0,0,1
7,631.3960667519482,4,2,172.16,6,96,1,2,1
16,104.12154397170974,4,3,172.0,2,35,2,1,1
12,1051.559972727574,2,3,172.16,6,157,1,2,2
7,0.01,4,3,172.16,7,126,1,2,1
16,543.1550987965456,1,1,172.0,1,29,2,1,1
15,440.09555498525935,1,0,192.168,3,64,0,0,1
18,543.20156264714,4,0,192.0,2,39,2,1,1
0,536.127103515451,4,3,10.0,4,43,0,0,1
11,583.9801019389644,3,4,172.16,2,37,2,1,0
6,375.0221813413379,4,2,172.0,3,55,0,0,1
9,269.7031985053532,2,0,10.0,1,26,2,1,1
18,277.5095378087003,1,0,172.16,3,58,0,0,1
4,473.66296069288944,2,4,192.168,6,155,1,2,2
5,483.3099643143004,4,3,192.168,2,24,2,1,1
14,281.0568907420053,2,2,192.168,7,91,1,2,1
19,384.3629533766738,1,3,172.16,4,40,0,0,1
18,531.9585262842346,3,1,172.0,1,31,2,1,0
16,425.11120679123655,2,2,10.0,2,21,2,1,1
0,209.5551672433093,1,3,172.0,1,28,2,1,1
19,493.3152078354888,2,4,192.168,7,115,1,2,1
7,190.10366696189212,3,0,192.168,1,21,2,1,0
2,293.13447487674324,2,0,192.0,6,82,1,2,2
13,647.5573558194899,1,1,10.0,3,44,0,0,1
3,221.8705670442543,1,0,192.168,3,45,0,0,1
21,319.60218755741494,4,4,172.16,6,84,1,2,1
10,149.87939890460945,1,4,10.0,4,66,0,0,1
6,183.37483447798263,2,0,10.0,8,119,1,2,2
3,443.56357291716114,1,2,192.168,5,63,0,0,1
2,711.4318198829703,1,4,172.16,3,79,0,0,1
8,0.01,1,3,192.0,4,66,0,0,1
21,795.6889484876842,4,0,192.0,8,93,1,2,1
8,260.0693976717811,4,0,192.168,1,32,2,1,1
0,692.0051798912242,2,1,10.0,6,118,1,2,2
1,5.917500708256227,2,3,192.0,8,104,1,2,2
8,185.33147778764615,2,1,172.0,8,86,1,2,1
11,119.49686089353288,2,2,10.0,8,135,1,2,1
16,450.8248512646756,1,4,192.168,5,76,0,0,1
8,316.87092971663856,0,1,192.168,2,25,2,1,0
23,704.5419212559898,2,4,172.16,8,141,1,2,2
17,399.8257065457378,1,3,10.0,3,65,0,0,1
9,373.5122044648133,4,1,192.0,2,24,2,1,1
16,528.7282820030438,1,0,172.0,1,22,2,1,1
4,523.8917325691868,2,0,10.0,7,99,1,2,2
13,428.61238387056807,2,3,172.0,7,129,1,2,1
6,180.05341846783398,2,1,172.16,6,111,1,2,2
19,440.059966779923,4,2,10.0,4,76,0,0,1
13,240.68468314428335,4,4,192.168,6,142,1,2,1
19,494.08021343495847,4,0,192.0,7,150,1,2,1
12,351.1667399404458,4,3,192.168,2,39,2,1,1
20,110.05718365286242,4,4,10.0,6,99,1,2,1
23,735.6143644988732,1,3,192.0,5,52,0,0,1
12,433.0186525230979,4,3,192.168,4,71,0,0,1
23,726.379541904378,4,2,10.0,7,157,1,2,1
13,358.1692235088376,2,3,172.0,1,23,2,1,1
22,558.4988354989897,4,2,172.16,5,60,0,0,1
6,374.6790237554595,4,1,10.0,5,43,0,0,1
10,617.9278704090515,1,3,192.168,3,74,0,0,1
0,293.42420994794554,1,1,192.0,5,48,0,0,1
20,219.9727093859675,2,4,10.0,7,120,1,2,1
7,281.85371643037604,4,4,172.16,5,46,0,0,1
17,241.7049085291186,1,1,192.0,3,76,0,0,1
20,600.6398784605313,2,1,172.16,1,25,2,1,1
20,390.1702314013628,2,3,172.16,2,35,2,1,1
7,228.7462481025457,4,4,192.0,6,82,1,2,1
12,746.1524672652386,1,3,172.16,3,77,0,0,1
19,291.99880404055614,4,4,192.0,3,43,0,0,1
5,536.0863791730134,1,3,172.0,2,37,2,1,1
11,603.6087725452601,4,1,172.0,4,50,0,0,1
16,629.2310134049956,4,0,192.168,4,45,0,0,1
8,855.2058151969338,0,2,192.0,1,28,2,1,0
3,575.2227439307381,2,4,10.0,7,146,1,2,2
14,803.2290967697418,2,1,172.16,2,26,2,1,1
2,719.1462036542589,2,2,192.0,1,20,2,1,2
14,315.4248221609022,1,0,192.168,5,60,0,0,1
11,532.4899137193993,1,2,172.16,4,69,0,0,1
14,485.6553374603419,4,2,192.168,6,140,1,2,1
3,448.4504648612133,2,1,192.0,1,29,2,1,1
5,728.980469012542,2,4,192.168,2,31,2,1,2
20,715.7722143784367,4,3,192.0,3,78,0,0,1
6,395.4682881030248,1,2,172.16,3,47,0,0,1
22,558.1493948829307,4,3,192.168,3,40,0,0,1
14,198.9299470640682,3,2,172.0,1,32,2,1,0
10,495.0071427881399,4,3,192.168,6,141,1,2,1
15,340.53438569035563,2,0,192.0,6,107,1,2,1
20,81.95371584098126,2,0,10.0,2,32,2,1,1
15,546.2428289781487,2,4,10.0,1,22,2,1,1
14,198.30848185882576,2,3,172.16,8,105,1,2,1
10,219.0205608195194,2,0,10.0,8,124,1,2,1
13,930.3850982607266,2,4,172.0,6,95,1,2,2
14,658.4474042906497,4,3,192.168,6,97,1,2,1
15,668.1827846023664,2,1,192.168,1,27,2,1,1
0,417.0602045969895,1,0,172.0,2,21,2,1,1
18,359.15407179316765,4,1,172.16,7,139,1,2,1
11,426.009955763002,4,3,192.0,7,133,1,2,1
18,645.6538127568647,2,0,192.0,2,20,2,1,1
22,459.5779628654542,4,4,172.16,5,71,0,0,1
7,462.2079514044966,2,2,192.0,8,90,1,2,1
18,465.6650470435277,2,2,192.0,8,89,1,2,1
2,855.0763378191255,2,3,10.0,7,102,1,2,2
22,365.7990335103294,4,2,172.16,8,118,1,2,1
15,711.3907968949354,2,2,192.168,6,128,1,2,2
18,1004.2836183100686,2,1,192.168,7,155,1,2,2
9,1019.6111893057508,1,2,192.0,4,72,0,0,1
13,589.299064957243,1,2,10.0,5,68,0,0,1
5,622.0026259936526,4,2,192.168,1,37,2,1,1
12,339.69492260577454,1,3,10.0,4,40,0,0,1
9,648.6724632233404,0,1,192.0,2,25,2,1,0
9,380.7753998360761,4,0,10.0,7,84,1,2,1
17,191.86954450160488,2,1,192.168,7,117,1,2,1
20,370.5377881068568,2,1,172.16,2,22,2,1,1
10,648.1699030966354,2,1,192.168,7,152,1,2,1
16,378.5284392704923,2,2,192.0,1,23,2,1,1
13,759.8809263938274,1,1,172.16,4,65,0,0,1
23,417.9880313138204,2,4,172.16,6,122,1,2,1
1,777.0308145267745,1,0,192.0,4,41,0,0,1
23,455.7511595382254,2,4,172.0,8,123,1,2,1
6,251.250269298404,2,2,192.0,6,86,1,2,2
14,699.8283112884636,2,3,192.168,7,156,1,2,1
0,472.12519561846926,2,1,172.0,8,139,1,2,2
11,0.01,2,4,172.0,8,120,1,2,1
18,39.19350462456981,1,3,172.0,1,36,2,1,1
7,0.01,2,1,192.0,2,22,2,1,1
9,252.48079007594748,1,0,10.0,4,66,0,0,1
4,357.05125382985125,2,1,172.0,2,38,2,1,1
3,884.6329724706852,2,4,192.168,1,32,2,1,2
18,929.3262474798476,2,4,192.0,7,145,1,2,2
15,481.4978452145137,4,1,192.0,3,57,0,0,1
15,338.7169321065767,4,0,192.0,8,113,1,2,1
16,533.1226685479413,2,1,10.0,7,93,1,2,1
18,588.776903456072,1,0,172.0,3,66,0,0,1
14,475.8359705477325,1,2,172.0,2,39,2,1,1
8,536.3165729304686,1,3,10.0,4,62,0,0,1
9,336.00915212569225,1,2,192.168,1,37,2,1,1
13,677.895086506061,4,0,10.0,6,144,1,2,1
15,348.61888199962715,0,2,10.0,2,24,2,1,0
14,904.3298982364076,4,2,172.0,3,72,0,0,1
20,367.4594536862054,4,1,10.0,7,116,1,2,1
22,569.5714380916722,2,4,192.168,8,101,1,2,1
13,565.2007667252445,1,1,192.0,4,55,0,0,1
21,436.453705813096,0,1,192.168,1,29,2,1,0
8,142.20060611418927,4,4,192.168,7,130,1,2,1
3,806.923305139437,4,0,172.16,7,104,1,2,1
16,863.6122424322708,1,1,192.0,5,51,0,0,1
1,769.2928412522061,1,4,172.0,5,45,0,0,1
23,504.3224701344851,4,0,172.16,4,63,0,0,1
11,331.78272739985755,4,1,10.0,8,89,1,2,1
16,705.2389369955017,4,0,172.16,1,39,2,1,1
14,455.9599353368808,2,2,10.0,7,90,1,2,1
5,534.5923395455745,1,1,172.0,2,23,2,1,1
19,973.9421584805584,1,0,172.16,5,69,0,0,1
23,312.83281820239995,1,4,192.0,5,59,0,0,1
6,236.0723304916464,1,2,172.0,1,38,2,1,1
5,503.65200407578686,4,1,172.0,4,65,0,0,1
6,159.18854907493596,0,4,172.16,1,20,2,1,0
2,631.9416847463916,2,4,172.16,8,106,1,2,2
21,701.4874384816316,1,3,192.0,2,26,2,1,1
1,309.89282079064577,2,4,10.0,7,144,1,2,2
20,788.8885561685504,4,2,192.168,3,56,0,0,1
3,776.2240750133576,1,2,192.168,3,79,0,0,1
2,364.6854518363653,3,4,192.168,2,37,2,1,0
20,872.6162758360497,2,2,172.0,1,22,2,1,1
16,739.8538518771468,2,0,172.0,6,155,1,2,2
17,312.9763925882773,1,3,10.0,2,23,2,1,1
21,209.5524288238016,4,4,172.16,1,30,2,1,1
2,151.86267373287467,2,0,192.168,8,133,1,2,2
21,542.9334558476195,1,0,172.16,2,37,2,1,1
5,516.078906192172,1,1,172.0,4,40,0,0,1
0,409.0860034294246,1,3,192.168,3,47,0,0,1
9,961.3808973847424,4,4,192.0,4,72,0,0,1
16,437.9945644008581,2,3,172.0,6,86,1,2,1
0,562.5736352970587,4,0,172.16,8,80,1,2,1
2,714.7273579836758,4,4,10.0,7,133,1,2,1
18,626.6777425310779,4,3,172.0,1,26,2,1,1
16,439.8033505299239,4,3,172.16,5,67,0,0,1
21,651.0629528214866,4,4,10.0,3,65,0,0,1
10,432.0008498159323,1,4,192.168,5,41,0,0,1
5,240.52542854486552,2,1,172.16,7,131,1,2,2
21,671.1725673765673,1,2,192.0,3,78,0,0,1
22,139.04812744356838,2,1,172.16,7,159,1,2,1
12,197.7836420827664,1,4,172.16,4,63,0,0,1
20,411.6820598331462,4,3,172.16,1,33,2,1,1
2,849.1586286766016,4,3,172.0,7,146,1,2,1
14,664.7254677018204,4,4,192.168,4,49,0,0,1
8,488.43343562361457,4,2,172.0,1,34,2,1,1
16,373.3145393707495,2,1,172.16,6,126,1,2,1
7,106.43754281041532,1,4,192.0,4,74,0,0,1
15,810.2409557385595,1,2,192.0,1,34,2,1,1
0,444.9747934343571,4,3,172.0,6,157,1,2,1
19,621.9281327268454,2,4,172.16,8,131,1,2,1
9,273.87684084126425,3,3,192.0,2,25,2,1,0
2,232.98033488062464,0,4,192.0,2,21,2,1,0
5,571.0819815000204,1,1,192.0,3,70,0,0,1
15,552.6757137196709,4,1,192.168,8,146,1,2,1
21,0.01,4,0,192.168,5,79,0,0,1
0,626.9350477824861,1,1,10.0,5,69,0,0,1
23,522.666126909929,4,2,172.16,4,41,0,0,1
18,291.35024711815515,3,2,192.0,2,21,2,1,0
22,514.0919224106785,1,2,192.168,1,32,2,1,1
11,161.3471927232921,1,0,172.16,1,34,2,1,1
20,329.6303902651443,3,4,192.168,1,37,2,1,0
17,0.01,4,1,192.0,7,151,1,2,1
5,766.0371975831906,4,2,10.0,7,142,1,2,1
3,278.0565388778448,2,0,172.0,6,100,1,2,2
20,710.7108886763269,4,4,172.16,4,50,0,0,1
18,135.92656897711282,2,4,192.0,6,97,1,2,1
4,0.01,4,2,192.0,7,118,1,2,1
20,619.1197158790806,0,4,10.0,1,34,2,1,0
11,490.3306750729289,4,4,192.0,7,138,1,2,1
12,528.5842023453517,4,2,172.16,1,28,2,1,1
0,290.92725626134904,1,4,192.168,4,47,0,0,1
19,362.1387012807656,4,0,192.168,3,68,0,0,1
20,548.644028545155,1,2,172.16,5,47,0,0,1
19,652.093033943216,3,2,10.0,2,29,2,1,0
23,936.4986280568596,4,3,10.0,1,31,2,1,1
3,621.4314690792694,2,1,10.0,7,95,1,2,2
22,75.6211445502559,4,0,192.0,7,158,1,2,1
4,742.9197239408467,1,3,172.0,2,34,2,1,1
18,569.4509563212617,1,3,10.0,2,33,2,1,1
12,938.0422166190352,2,2,172.16,8,106,1,2,2
21,319.0929197932421,1,3,10.0,3,56,0,0,1
16,362.243279750357,2,4,172.0,6,135,1,2,1
14,347.39127829136635,4,1,172.16,2,26,2,1,1
22,701.745958391204,2,0,192.168,2,28,2,1,1
10,797.023136495482,2,4,192.168,7,99,1,2,2
2,687.9011620035907,1,0,10.0,5,53,0,0,1
13,635.3401742582087,2,3,172.0,1,29,2,1,1
11,344.74562453981594,4,1,10.0,4,60,0,0,1
18,716.3421064063261,1,1,192.168,5,67,0,0,1
4,227.9645412724422,2,2,192.168,6,90,1,2,2
9,506.9598977627777,2,4,172.0,2,20,2,1,1
22,495.8717649063449,1,1,192.0,5,51,0,0,1
5,491.6473437463716,1,3,192.168,1,30,2,1,1
0,620.6780703884351,1,3,10.0,2,33,2,1,1
17,407.7391206904416,2,0,10.0,2,25,2,1,1
4,222.9231528739849,2,2,192.168,6,151,1,2,2
23,305.23945486166747,1,0,192.168,4,79,0,0,1
8,688.5743730069819,4,0,172.16,5,45,0,0,1
8,964.480320610808,4,1,192.0,1,23,2,1,1
3,411.3168066758872,2,4,172.0,2,34,2,1,1
10,745.3460774900514,2,3,10.0,2,33,2,1,1
4,704.8422373693412,1,4,172.0,1,20,2,1,1
5,319.7003763086399,2,0,192.168,7,124,1,2,2
23,114.65456435174347,1,4,10.0,5,59,0,0,1
8,360.8577536280227,1,2,172.16,3,56,0,0,1
16,15.992119629984018,0,1,192.0,2,37,2,1,0
11,291.84722162843576,4,3,172.16,8,157,1,2,1
13,177.26442708938043,4,2,172.0,8,113,1,2,1
20,666.5839654627881,1,3,172.16,4,41,0,0,1
13,479.4606655793958,2,3,10.0,2,39,2,1,1
16,691.8663396507395,1,2,192.168,2,33,2,1,1
3,13.788744467249217,1,0,192.0,3,46,0,0,1
15,844.5801664759343,1,0,172.0,5,57,0,0,1
4,280.2724475765624,1,3,172.0,4,71,0,0,1
16,824.2263424021983,2,0,192.168,7,95,1,2,2
5,677.0820806579005,4,2,172.16,2,38,2,1,1
11,621.296642497805,4,3,172.0,7,99,1,2,1
11,119.7647387030122,1,3,192.168,4,79,0,0,1
14,747.0377565793237,2,4,10.0,1,27,2,1,1
15,507.8906268432023,1,3,192.168,2,36,2,1,1
21,153.91042369802943,3,3,10.0,2,31,2,1,0
15,838.6526094922552,4,3,172.0,1,34,2,1,1
13,649.7040506497975,2,0,10.0,2,31,2,1,1
15,335.74978985080213,1,0,172.16,1,36,2,1,1
2,643.8581075635395,2,0,192.0,2,21,2,1,1
2,716.0225057287595,2,1,172.16,8,122,1,2,2
21,506.02783594860114,1,2,192.168,4,75,0,0,1
16,368.7573738684415,2,0,172.0,8,135,1,2,1
7,462.0345430280067,1,0,192.0,5,70,0,0,1
21,902.8666252631532,2,3,172.16,2,35,2,1,1
11,669.0692327877691,1,1,172.0,5,52,0,0,1
4,805.4505726084262,4,0,172.16,8,106,1,2,1
10,922.686991609781,4,3,172.16,1,28,2,1,1
22,296.096804512291,3,1,192.168,1,36,2,1,0
2,800.9351268534252,1,3,172.0,4,54,0,0,1
13,182.64325612360352,3,4,10.0,1,28,2,1,0
19,292.9735736997668,2,0,192.0,6,108,1,2,1
4,723.681638758323,1,3,172.0,3,45,0,0,1
20,659.2693604757201,1,4,172.16,1,35,2,1,1
12,620.9272876145099,1,2,172.16,4,54,0,0,1
7,894.5694862748644,2,2,192.168,8,148,1,2,2
18,644.4872737182154,2,2,192.0,8,90,1,2,1
22,502.5957486152063,4,2,192.168,2,24,2,1,1
19,519.1541423633495,0,0,172.16,1,22,2,1,0
4,418.782683201942,4,0,10.0,8,115,1,2,1
15,433.6699542678396,3,4,192.0,2,27,2,1,0
8,695.7574362739977,4,3,192.168,2,35,2,1,1
14,926.6889314634886,1,3,172.0,5,70,0,0,1
0,312.5267726457739,1,3,172.16,3,79,0,0,1
13,882.1349114904936,1,0,172.0,5,58,0,0,1
11,320.49610745292944,1,2,192.168,4,75,0,0,1
23,821.6412715503777,4,4,172.16,7,157,1,2,1
6,497.7367155893663,1,3,192.0,4,76,0,0,1
4,0.01,0,1,192.168,2,33,2,1,0
11,367.3381411506706,1,3,172.16,5,75,0,0,1
14,317.7098868799943,2,2,172.16,1,39,2,1,1
15,601.0980792304109,4,4,192.168,3,49,0,0,1
2,154.52598134421305,2,2,172.0,1,35,2,1,1
7,433.0090321879399,0,1,10.0,1,36,2,1,0
14,84.65971602034608,4,1,192.168,3,48,0,0,1
22,651.6895788239607,2,1,192.0,2,26,2,1,1
9,670.9901928798049,2,2,172.16,2,26,2,1,1
16,522.7701708594724,2,3,172.16,1,37,2,1,1
12,366.8376565925769,1,3,192.0,5,53,0,0,1
4,527.1113658122832,1,1,10.0,2,21,2,1,1
7,435.5867752149461,0,4,172.16,1,34,2,1,0
17,308.9043156168515,0,2,192.0,1,39,2,1,0
23,346.1366999547876,2,4,10.0,7,117,1,2,1
6,620.3493668660473,4,3,172.16,8,101,1,2,1
17,288.4695491171442,2,4,172.16,8,126,1,2,1
10,837.0536851420107,4,1,172.0,5,71,0,0,1
4,309.3960798878154,4,3,172.16,2,24,2,1,1
23,474.59593695559727,0,4,172.16,1,37,2,1,0
12,350.4354068607934,4,0,172.0,2,29,2,1,1
14,1075.1969702203648,1,4,192.0,4,63,0,0,1
7,477.55145949035625,4,2,192.0,2,35,2,1,1
15,692.1071468409335,2,0,10.0,6,86,1,2,1
13,423.2162536696633,1,0,192.168,2,22,2,1,1
12,684.4564795881568,4,1,172.16,2,37,2,1,1
14,390.2269818485913,4,2,10.0,4,78,0,0,1
1,903.6865647590328,4,1,172.0,6,85,1,2,1
19,609.2413353297597,4,2,172.0,1,22,2,1,1
22,850.4400820799012,2,3,192.168,8,89,1,2,2
12,484.1503807365543,2,2,10.0,7,134,1,2,1
17,760.7958937073445,4,3,192.0,5,56,0,0,1
21,566.5307620331158,2,4,172.0,7,150,1,2,1
17,1180.613234855302,1,0,192.168,3,49,0,0,1
13,52.89290381566639,2,1,192.168,8,153,1,2,1
16,139.2069294671216,1,1,172.0,2,21,2,1,1
4,729.6352999383553,4,0,172.16,1,32,2,1,1
18,418.8795721198769,2,1,192.168,2,25,2,1,1
17,459.56062583601874,3,0,192.168,1,37,2,1,0
7,559.3595475371327,2,0,192.168,1,33,2,1,1
3,609.083804907758,1,3,172.16,4,45,0,0,1
9,571.6729063955186,2,3,172.0,7,126,1,2,1
1,380.857323597212,4,3,10.0,6,122,1,2,1
14,749.7859155911367,1,1,172.16,5,59,0,0,1
21,507.5269182384992,3,2,10.0,1,38,2,1,0
5,804.8140645633382,2,4,10.0,7,129,1,2,2
4,451.6386522383472,2,0,10.0,8,119,1,2,2
2,579.9163574576199,2,0,172.0,6,117,1,2,2
4,749.1261099325068,4,0,172.0,7,132,1,2,1
17,999.8758896158428,1,1,172.16,4,48,0,0,1
18,588.1702742804345,1,0,192.168,4,74,0,0,1
14,241.07441028987037,1,1,192.168,4,46,0,0,1
11,485.4062154334471,2,4,10.0,7,146,1,2,1
14,444.3183431649979,4,0,192.168,4,47,0,0,1
20,503.2757963013634,2,1,10.0,6,149,1,2,1
9,608.961739159411,4,4,192.168,6,101,1,2,1
10,384.9335039689804,4,1,172.0,8,110,1,2,1
16,694.2604436078727,1,3,192.168,5,42,0,0,1
7,695.8234936960778,4,3,172.16,1,25,2,1,1
9,197.70952495884663,2,3,192.168,1,23,2,1,1
0,402.55803562445726,2,2,172.0,6,127,1,2,2
15,177.52514609924827,3,3,10.0,2,30,2,1,0
4,803.2629546939326,1,3,172.0,3,65,0,0,1
6,702.1637529408606,1,1,172.0,3,59,0,0,1
22,829.5714073247916,1,2,172.16,4,45,0,0,1
2,449.5154232328777,1,0,192.168,5,44,0,0,1
6,321.00932560985416,1,3,172.16,4,69,0,0,1
2,653.9126272018171,2,4,172.16,8,149,1,2,2
14,252.3899448443517,4,3,172.16,4,75,0,0,1
10,139.48989595359376,4,0,192.168,3,77,0,0,1
18,507.90267024014014,4,2,192.0,8,92,1,2,1
17,692.7659882591673,2,0,192.0,6,113,1,2,1
21,495.2548851240941,4,2,172.16,2,38,2,1,1
23,232.08192385818936,2,0,172.16,8,96,1,2,1
9,486.00080572277056,2,4,172.16,8,106,1,2,1
10,396.20829195285626,1,3,172.0,1,29,2,1,1
23,252.11593291075496,4,4,192.0,2,23,2,1,1
7,195.12309412802307,1,0,192.0,5,52,0,0,1
3,200.62909705778972,2,3,192.168,7,129,1,2,2
3,188.85122919642757,4,0,172.16,4,79,0,0,1
0,541.1856192154461,2,2,192.168,7,159,1,2,2
6,0.01,0,0,10.0,1,34,2,1,0
20,607.6939745078037,1,4,172.0,4,60,0,0,1
15,489.2315928216482,4,3,192.168,3,72,0,0,1
22,388.1723816559238,4,3,172.0,2,39,2,1,1
11,444.5154716522457,2,0,10.0,8,142,1,2,1
20,641.421997838119,1,3,172.0,4,60,0,0,1
11,771.3480292425998,1,4,172.16,1,26,2,1,1
17,701.7907606299038,2,4,172.16,6,143,1,2,2
18,588.0954385898976,2,0,10.0,7,122,1,2,1
5,919.9924097984358,2,0,172.16,8,113,1,2,2
11,355.7823143534397,0,1,192.168,1,33,2,1,0
13,124.25363932741948,2,1,192.0,7,150,1,2,1
11,543.1287655315327,2,0,192.0,8,82,1,2,1
4,235.692582077034,2,2,192.168,7,157,1,2,2
17,479.9432925340319,4,4,172.0,7,159,1,2,1
22,240.207114477968,1,1,192.168,5,59,0,0,1
20,405.8040627028705,4,2,172.16,8,97,1,2,1
11,526.6269425895272,4,4,172.16,4,76,0,0,1
22,702.9884658562776,0,0,192.168,1,30,2,1,0
9,230.8030685333983,2,4,192.0,8,92,1,2,1
2,549.4586967574056,4,0,172.16,5,41,0,0,1
17,697.051211225078,2,1,172.0,2,30,2,1,1
11,278.8992167550963,4,1,172.16,4,40,0,0,1
18,298.3536769836097,1,2,172.16,4,42,0,0,1
5,452.3684725356821,2,3,192.0,8,108,1,2,2
20,447.0217623253295,3,2,192.0,1,39,2,1,0
6,371.18414112861495,4,1,10.0,1,23,2,1,1
1,840.7118706554872,4,4,172.0,3,78,0,0,1
23,329.53911643671955,1,4,10.0,4,64,0,0,1
3,509.86033146891566,4,0,172.16,3,46,0,0,1
14,247.43702511070688,2,0,192.0,6,101,1,2,1
19,727.3509931493298,2,0,192.0,7,110,1,2,2
0,447.6131277392468,4,1,10.0,8,89,1,2,1
9,697.600074674804,1,4,172.0,2,28,2,1,1
17,268.907179994084,3,2,192.0,2,38,2,1,0
11,427.840673061638,4,3,192.168,7,141,1,2,1
13,388.51203327799146,2,3,172.16,8,129,1,2,1
20,597.7109670593716,2,4,192.0,7,97,1,2,1
14,809.7822295113233,4,0,192.0,8,153,1,2,1
22,690.4226743197057,0,4,172.0,2,34,2,1,0
6,587.4706098318574,2,1,10.0,8,139,1,2,2
19,170.65417794602877,2,4,172.0,8,82,1,2,1
4,32.0426876026749,4,0,192.168,7,109,1,2,1
17,326.2200809919185,1,4,172.16,5,56,0,0,1
11,370.6915588976916,1,0,10.0,5,48,0,0,1
22,630.693811345719,2,1,172.16,1,22,2,1,1
11,429.8488521937293,4,1,172.0,1,20,2,1,1
6,632.8342132211493,0,1,192.168,2,30,2,1,0
8,263.26779340025297,1,0,10.0,3,45,0,0,1
14,758.6838929111241,2,1,192.168,7,110,1,2,2
16,737.276624586193,2,1,10.0,7,100,1,2,2
0,140.29712662395156,1,1,172.16,1,35,2,1,1
9,431.5524886951902,1,2,192.168,4,72,0,0,1
3,570.3589996150007,1,1,192.168,4,54,0,0,1
12,463.0772557869794,1,4,192.168,2,25,2,1,1
16,536.1584206216281,1,3,10.0,3,43,0,0,1
13,592.2656526557215,4,4,192.0,4,50,0,0,1
13,290.89575053983435,4,4,192.168,5,52,0,0,1
6,346.5914940640796,1,0,192.168,5,62,0,0,1
9,559.0380176079238,3,1,192.0,2,35,2,1,0
2,695.0695274923518,4,4,172.16,8,91,1,2,1
3,191.64927867588216,0,0,10.0,1,35,2,1,0
1,577.2176235204586,4,2,172.0,5,55,0,0,1
16,146.26484581525375,2,1,192.0,2,20,2,1,1
8,659.5178900022988,3,0,192.0,1,25,2,1,0
22,368.29399537448967,1,0,192.0,5,64,0,0,1
17,107.89511898871837,1,1,172.0,4,69,0,0,1
5,487.5888652481474,4,4,192.168,3,42,0,0,1
20,291.50904579809185,2,3,10.0,2,28,2,1,1
12,429.1492469752598,1,3,10.0,5,75,0,0,1
20,259.57538189942494,2,1,172.16,2,30,2,1,1
0,24.100514195872226,2,0,172.0,8,82,1,2,2
15,660.5985844984014,2,0,10.0,7,147,1,2,1
1,244.46249417310852,1,3,172.0,5,58,0,0,1
18,604.3739908939111,1,0,10.0,5,47,0,0,1
11,796.9987497258336,4,2,10.0,6,111,1,2,1
22,1099.523953624272,1,1,172.16,4,60,0,0,1
